,Item Number,Monetary,Frequency,Recent_Date
4114,18790,8767.5,55,2017-06-21
4115,927641,4528.8,36,2014-06-12
4116,57049,19866.0,66,2013-04-25
4117,901112,2566.47,25,2017-12-13
4118,900234,3204.9,21,2017-11-30
4119,902589,3979.2,27,2017-07-31
4120,36200,6456.63,34,2015-09-09
4121,988805,24003.44,77,2020-08-20
4122,88297,12600.0,42,2015-11-11
4123,901271,3415.5,22,2020-05-07
4124,73780,70305.75,1393,2020-09-30
4125,904827,16934.58,35,2020-09-02
4126,918662,5656.56,12,2017-10-02
4127,903017,600.0,5,2019-05-28
4128,80576,343522.59,9553,2020-09-30
4129,38177,25661695.57,37629,2020-09-30
4130,902369,17063.64,32,2013-02-25
4131,49185,4818285.87,22855,2020-09-08
4132,77573,74497.05,1510,2017-05-02
4133,20366,546737.5,4001,2020-09-30
4134,35776,97502.16,3755,2020-09-30
4135,40835,11860.45,246,2013-03-21
4136,67192,218006.7,2401,2018-08-09
4137,1838,87597.89,223,2018-04-23
4138,80141,17649.72,186,2017-10-02
4139,40647,1353.6,67,2012-11-13
4140,80143,76617.02,931,2018-12-27
4141,33508,111085.35,191,2016-10-31
4142,969,104352.78,119,2014-02-10
4143,88310,12622.5,146,2015-04-14
4144,903152,1730.28,7,2014-12-16
4145,38058,553437.99,2576,2020-09-30
4146,987888,176.76,3,2017-03-10
4147,900672,340.65,8,2018-01-15
4148,904859,118.56,1,2015-11-23
4149,901257,723.96,4,2013-07-22
4150,25603,393279.01,13862,2020-09-30
4151,34001,1486128.6,45205,2020-09-30
4152,40604,280191.09,3253,2014-12-01
4153,27417,104382.0,1638,2020-09-30
4154,32236,2450408.04,35411,2020-09-30
4155,35453,229030.64,3239,2020-07-13
4156,41077,816621.75,5715,2020-09-30
4157,80438,222120.0,3562,2020-09-30
4158,1258,100272.22,794,2020-09-30
4159,35702,29133.47,347,2013-12-09
4160,902144,17595.0,75,2014-08-04
4161,4119,14945.65,70,2016-01-04
4162,73981,5733.06,267,2016-01-04
4163,2313,8813.48,100,2016-12-01
4164,33788,2257.2,130,2014-02-04
4165,14484,211543.02,2877,2020-09-30
4166,66231,10093.48,39,2015-06-03
4167,100017,85082.19,99,2018-04-17
4168,904796,9870.96,11,2013-07-03
4169,903151,2371.6,11,2020-08-13
4170,901912,489.42,4,2014-09-03
4171,75881,252.48,2,2012-10-18
4172,989644,5729.64,19,2013-12-23
4173,901530,598.27,3,2014-12-19
4174,41798,753.42,9,2012-04-05
4175,904721,740.5,5,2014-02-11
4176,902198,1293.84,2,2012-12-06
4177,900290,180.33,3,2014-08-20
4178,52563,394755.67,7266,2020-09-30
4179,21594,137753.05,4732,2020-09-30
4180,4876,315110.79,3534,2020-09-30
4181,64736,1301399.49,8140,2020-09-30
4182,16825,34800.0,486,2016-03-31
4183,63358,53195.8,653,2015-06-29
4184,934,60893.95,143,2014-11-12
4185,904479,1500.66,17,2012-12-24
4186,2928,8100.0,130,2012-11-29
4187,36218,2961.12,15,2015-03-10
4188,904733,6842.88,44,2013-10-02
4189,902079,17296.56,17,2017-02-06
4190,904212,2796.24,12,2015-11-17
4191,902106,4629.12,30,2014-09-18
4192,58877,135653.44,1719,2020-09-30
4193,902702,1482.24,9,2017-03-09
4194,937599,13202.52,32,2020-09-08
4195,921210,400.68,2,2015-11-30
4196,948151,575.52,3,2015-06-15
4197,80145,280062.33,2222,2020-09-30
4198,4846,492116.83,3706,2020-09-24
4199,901456,1071.96,4,2015-01-28
4200,77719,100859.86,1496,2019-10-01
4201,22219,64788.78,396,2020-09-03
4202,49182,411310.8,2862,2020-09-24
4203,903927,18867.54,57,2020-09-08
4204,977136,6552.0,50,2020-06-11
4205,77703,73042.0,1333,2020-09-30
4206,312,17010.0,102,2015-11-25
4207,82756,236.25,2,2012-02-21
4208,48178,25641.0,66,2015-09-23
4209,1343,5714.28,41,2012-10-19
4210,920156,4049.64,20,2014-03-20
4211,965252,1290.12,12,2014-12-11
4212,900299,455.4,1,2014-10-02
4213,902145,29249.52,76,2017-04-26
4214,902880,13964.34,11,2020-03-16
4215,900481,368.16,8,2017-12-13
4216,900502,1172.1,18,2018-02-09
4217,903517,1044.0,4,2015-05-06
4218,995206,6141.0,18,2017-04-05
4219,52316,2199141.45,33890,2020-09-30
4220,6997,253170.34,4495,2020-09-30
4221,26823,1815639.21,28419,2020-09-30
4222,40632,247712.05,4428,2017-05-16
4223,84457,402840.12,4823,2020-09-30
4224,47863,707824.29,4174,2020-09-08
4225,41670,254906.11,5015,2020-09-30
4226,904800,45575.88,298,2020-09-30
4227,62920,55571.88,649,2020-05-27
4228,58488,3799.5,56,2014-09-29
4229,89589,7751.7,69,2014-09-24
4230,27677,194656.24,396,2020-09-29
4231,901033,1445.76,11,2017-11-30
4232,44660,103515.0,1524,2020-09-30
4233,580,4462.8,50,2014-11-17
4234,27850,1900.76,34,2016-09-28
4235,28044,2059.01,21,2018-04-20
4236,56793,114510.38,1975,2020-09-21
4237,904557,664.32,6,2018-07-03
4238,941340,5621.04,42,2020-09-10
4239,63694,570.59,7,2012-10-25
4240,903966,78.72,2,2014-08-11
4241,2878,45120.23,72,2013-03-18
4242,41692,4272012.98,40547,2020-09-30
4243,64858,14912050.68,117184,2020-09-30
4244,66213,115086.36,2009,2020-06-08
4245,28627,1108806.95,3521,2020-09-30
4246,67522,138276.8,8308,2020-09-30
4247,43126,5886855.06,51710,2020-09-30
4248,29287,1021344.24,10001,2020-09-30
4249,53218,488989.31,6271,2020-09-24
4250,80485,204225.0,3254,2020-09-30
4251,69704,10387.14,210,2012-11-15
4252,40001,20059.27,214,2016-10-14
4253,915863,10911.99,31,2015-05-07
4254,641,39755.94,90,2016-12-29
4255,44448,5586.25,92,2019-01-25
4256,902255,1094.52,9,2019-04-22
4257,36376,10413.18,110,2016-04-28
4258,903761,2901.51,37,2019-12-13
4259,18660,3443.04,8,2013-03-19
4260,901178,2854.68,17,2017-11-17
4261,934126,3070.5,16,2017-07-24
4262,29712,66722.64,1057,2020-09-30
4263,982746,340.2,3,2015-06-08
4264,6052,51633.75,581,2020-09-30
4265,903185,3326.52,11,2018-08-13
4266,901211,104.28,1,2013-10-24
4267,1751,24526.08,8,2012-01-18
4268,56796,7003.08,274,2018-06-25
4269,902650,4899.84,11,2020-07-09
4270,11290,2128655.49,61188,2020-09-25
4271,85526,831343.94,14224,2020-09-30
4272,43145,424360.95,5804,2020-09-30
4273,80826,447380.74,5959,2020-09-30
4274,43387,1645425.02,12280,2020-09-30
4275,24456,1202433.53,18436,2020-09-30
4276,89787,1247339.72,5410,2020-09-30
4277,82827,369799.66,5052,2020-09-30
4278,49156,457212.29,1216,2020-09-30
4279,27486,5815.26,115,2012-11-15
4280,74561,1117.5,28,2013-04-16
4281,855,22890.85,178,2013-12-05
4282,902192,9733.5,45,2020-07-13
4283,904560,29002.98,65,2012-12-11
4284,901260,833.4,6,2013-07-22
4285,904825,23785.26,69,2016-01-13
4286,3710,7096.92,18,2012-12-27
4287,904808,5022.84,10,2019-02-18
4288,3888,18756.0,15,2013-12-28
4289,941941,16348.5,152,2020-09-30
4290,89781,57429.0,1456,2020-09-30
4291,902834,98.16,1,2012-07-03
4292,902148,897.12,9,2019-07-15
4293,902523,1540.08,4,2013-05-29
4294,901282,709.98,17,2018-01-15
4295,82846,2221286.9,31865,2020-09-30
4296,14192,1827757.9,18282,2020-09-30
4297,37418,2728823.09,31730,2020-09-30
4298,40497,93561.27,1340,2015-08-31
4299,77497,42304.8,344,2015-04-15
4300,5006,1678605.66,12838,2020-09-30
4301,34449,556847.53,3621,2020-09-30
4302,3916,3018.96,51,2015-02-19
4303,411,5038.08,54,2015-01-27
4304,903722,13478.4,28,2016-07-12
4305,1176,4859.46,12,2013-12-30
4306,902151,1214.64,6,2017-04-25
4307,57181,113300.63,1819,2020-09-30
4308,927539,2245.92,7,2013-11-04
4309,973530,611.28,6,2015-07-20
4310,905078,8445.77,32,2017-12-20
4311,315,2036.25,31,2015-12-30
4312,904490,1812.42,8,2018-06-04
4313,965185,14607.25,128,2020-09-30
4314,959153,939.84,5,2015-06-25
4315,901369,1630.71,6,2014-08-20
4316,73054,1601723.34,8538,2020-09-30
4317,57176,32694.45,573,2015-07-20
4318,15627,17232586.08,28828,2020-09-30
4319,81207,997184.33,17347,2020-09-30
4320,89610,861070.94,4485,2020-09-30
4321,64601,796333.51,9078,2020-09-30
4322,86817,59910.14,985,2017-02-15
4323,10826,457115.57,4427,2020-09-30
4324,77190,5654.04,160,2016-08-08
4325,77348,27508.36,416,2016-01-04
4326,69658,629503.93,4383,2020-09-30
4327,45418,188231.59,2645,2020-09-30
4328,63363,12687.36,167,2015-12-22
4329,35637,55591.28,647,2014-06-27
4330,77774,553647.27,3447,2020-09-30
4331,40629,12583.08,381,2013-03-28
4332,89802,38675.1,449,2016-03-29
4333,19436,104705.63,1195,2018-08-01
4334,734,227792.12,209,2015-09-28
4335,87398,16350.08,137,2015-04-29
4336,904046,78300.0,81,2020-09-15
4337,915997,4456.92,12,2020-02-06
4338,34997,5066.73,38,2013-01-22
4339,975876,4858.32,27,2020-07-31
4340,902027,1879.2,17,2020-08-24
4341,940909,2872.64,11,2017-07-03
4342,901200,290.7,7,2017-11-30
4343,927078,184.5,1,2015-04-15
4344,50686,399834.07,7853,2020-09-30
4345,67571,54732.33,718,2015-06-30
4346,34381,600.0,7,2015-12-10
4347,86692,2414679.32,11247,2020-09-30
4348,66199,44974.65,1646,2018-11-05
4349,57179,78498.8,1299,2020-09-30
4350,67067,12880.79,209,2014-06-25
4351,900418,846.18,11,2017-12-13
4352,903338,10946.4,43,2019-04-02
4353,339,16950.0,146,2016-01-07
4354,963530,1594.8,2,2013-07-08
4355,902421,3873.42,15,2016-12-22
4356,964724,1260.0,2,2013-12-19
4357,40982,1898.1,39,2013-01-17
4358,901241,23261.41,66,2017-11-30
4359,904995,885.0,4,2015-01-12
4360,4657,5813.44,32,2015-03-30
4361,67610,147573.0,1148,2020-09-30
4362,977622,153.0,1,2014-02-13
4363,934041,809.64,3,2017-10-30
4364,903055,1134.0,4,2017-01-05
4365,12476,414467.22,6693,2020-09-29
4366,63355,1045145.18,10642,2020-09-28
4367,21480,375232.67,5679,2020-09-29
4368,15737,39997.47,476,2016-06-08
4369,4001,126435.85,549,2020-09-29
4370,41797,137285.15,1285,2014-10-09
4371,10624,234422.0,7074,2020-09-30
4372,62838,27783.53,723,2014-05-15
4373,87997,587100.93,3249,2020-09-28
4374,15667,950379.67,6150,2020-09-28
4375,35354,761876.58,7447,2020-09-30
4376,79816,73575.08,2451,2016-01-27
4377,77699,273783.0,1930,2020-09-30
4378,76436,312128.59,1883,2019-11-08
4379,40355,2761.44,86,2014-12-30
4380,34017,15480.84,128,2012-03-13
4381,901903,2563.68,26,2017-12-13
4382,66165,18756.66,196,2018-07-09
4383,34543,8625.0,239,2013-12-27
4384,10882,5415.24,17,2013-08-20
4385,62387,6148.28,111,2015-12-29
4386,903036,1001.22,6,2014-11-24
4387,901113,5241.9,37,2018-01-15
4388,942100,2997.0,25,2018-03-26
4389,54710,7884.08,105,2019-02-01
4390,86641,1537.2,66,2015-09-28
4391,940826,1426.9,7,2014-01-15
4392,34269,1050.0,32,2014-03-26
4393,557,83235.0,1231,2020-09-29
4394,42073,185.76,3,2013-08-26
4395,933281,610.8,3,2014-05-19
4396,905017,4523.88,8,2014-05-15
4397,904488,4460.5,17,2014-08-27
4398,918365,816.12,12,2015-01-26
4399,904472,998.46,3,2012-10-25
4400,80447,114443.25,1118,2020-09-24
4401,72730,3630.9,165,2016-10-03
4402,901663,1195.26,11,2017-09-26
4403,901068,489.9,3,2013-04-11
4404,34164,567625.61,5459,2020-09-29
4405,89196,9433496.73,61957,2020-09-30
4406,10555,143329.51,2767,2016-07-22
4407,71529,172937.59,4562,2020-09-30
4408,82849,668647.32,8746,2020-09-30
4409,4084,505801.94,4559,2020-09-30
4410,16416,278653.91,4253,2020-09-30
4411,89482,31556.0,717,2013-12-28
4412,721,19796.7,101,2016-03-16
4413,333,4499.39,40,2016-02-08
4414,77074,6912.3,116,2012-08-02
4415,904746,741.84,4,2014-03-03
4416,986726,11669.56,28,2014-09-24
4417,4045,27640.37,37,2014-12-08
4418,978867,352.08,3,2017-11-17
4419,901072,1114.56,8,2013-10-24
4420,903558,808.44,6,2018-04-09
4421,905308,1206.78,10,2017-07-07
4422,902545,108.0,1,2014-04-07
4423,80116,189.12,2,2013-01-24
4424,917266,561.24,3,2013-11-20
4425,904564,43091.89,117,2020-09-30
4426,904969,2428.92,10,2015-02-09
4427,44476,606596.75,8157,2020-09-28
4428,86881,775261.16,26189,2020-09-30
4429,36188,622694.46,7862,2020-09-30
4430,43984,486259.88,9036,2020-09-30
4431,35109,341282.53,3758,2020-09-29
4432,15246,587479.62,12662,2020-09-30
4433,65144,257685.0,3859,2020-09-30
4434,26585,791800.11,5782,2020-09-30
4435,903880,36035.01,148,2020-09-29
4436,66177,821.25,34,2014-12-26
4437,42310,6058.8,297,2012-11-13
4438,40146,5237.76,109,2014-12-31
4439,80504,5062.11,64,2013-04-18
4440,3637,12267.47,67,2012-11-01
4441,43340,2733.93,120,2016-01-04
4442,87413,63787.5,471,2017-06-05
4443,76668,1834.8,88,2016-10-03
4444,980425,350.82,3,2013-02-11
4445,911575,900.0,9,2018-02-08
4446,947810,562.44,2,2014-01-29
4447,903989,67.68,1,2012-11-20
4448,901037,3409.5,29,2018-02-09
4449,66206,14075.25,470,2016-03-30
4450,87643,1395901.34,10298,2020-09-16
4451,87484,276076.26,1986,2020-09-30
4452,86691,594804.87,14550,2020-09-30
4453,65248,259466.08,1520,2016-05-02
4454,35867,19616.83,467,2013-03-12
4455,80488,261015.0,3770,2020-09-30
4456,40845,10348.98,193,2013-02-27
4457,40853,21222.97,426,2013-04-24
4458,89488,9103.56,44,2014-04-14
4459,901341,92.28,1,2015-01-28
4460,82926,17243.49,253,2013-02-28
4461,84616,8137.68,258,2013-08-26
4462,66004,38116.11,203,2014-04-07
4463,33559,5472.42,67,2015-09-28
4464,901083,1606.62,7,2014-04-17
4465,3614,10898.4,17,2012-12-24
4466,43112,165555.0,864,2020-09-30
4467,902419,7572.42,31,2017-09-20
4468,903672,9768.72,22,2015-04-13
4469,1025,41558.76,79,2019-10-24
4470,904469,3477.6,14,2014-06-16
4471,901092,237.57,2,2012-09-13
4472,36233,4267.56,34,2015-11-04
4473,53128,679.32,2,2013-01-28
4474,904990,2632.5,3,2012-01-18
4475,903767,61.8,1,2012-01-30
4476,982890,137.16,1,2014-01-30
4477,19064,3280226.04,49099,2020-09-30
4478,34546,300390.43,3303,2020-09-30
4479,35695,15456.69,141,2015-05-21
4480,66836,1315584.03,7236,2020-09-30
4481,89837,1313497.36,5910,2020-09-30
4482,67556,499969.65,9351,2020-09-30
4483,19480,7937.28,75,2015-07-09
4484,27597,14213.46,157,2016-05-24
4485,706,15931.5,119,2013-12-30
4486,905773,242.22,3,2012-06-28
4487,915572,598.2,3,2018-01-24
4488,85516,2829.88,62,2015-06-23
4489,919471,9385.2,39,2020-02-27
4490,902490,1015.2,10,2015-07-06
4491,36314,459.54,15,2015-12-10
4492,903261,10140.78,46,2020-09-10
4493,902667,8183.46,24,2020-06-25
4494,973579,207.72,1,2014-06-26
4495,4155,8368.2,28,2015-12-23
4496,4010,1071.95,7,2014-03-20
4497,89394,4476.33,122,2017-05-03
4498,22786,859735.19,17197,2020-09-30
4499,41360,785343.94,13572,2020-09-30
4500,77709,373715.06,5059,2020-09-30
4501,59100,213081.96,1442,2020-09-30
4502,67285,15543.9,145,2013-07-25
4503,10846,179759.94,3019,2020-09-29
4504,43232,165578.54,2669,2018-06-19
4505,65536,219834.48,2365,2020-08-25
4506,42566,195955.64,2271,2020-09-30
4507,56194,65714.88,2160,2019-09-04
4508,73452,34613.7,555,2015-07-13
4509,994200,6141.0,14,2015-10-26
4510,11390,18326.58,223,2014-05-19
4511,904903,59824.45,118,2017-10-30
4512,4853,33900.37,419,2018-04-06
4513,40649,4300.35,203,2019-02-26
4514,903757,2445.96,17,2013-03-26
4515,72355,11464.83,272,2018-05-02
4516,39834,21764.79,404,2018-08-30
4517,903042,2557.44,11,2018-03-26
4518,900235,1838.7,18,2018-02-09
4519,901095,1033.44,3,2012-11-15
4520,926956,1403.64,3,2013-03-21
4521,42006,290023.02,4871,2015-07-23
4522,64862,339662.89,5323,2014-01-07
4523,43296,571560.69,7901,2020-09-30
4524,5290,633217.88,9515,2020-09-30
4525,43226,139638.0,3207,2018-05-11
4526,36121,2962.08,79,2014-10-06
4527,22784,667692.83,14384,2020-09-30
4528,28223,5882.18,171,2014-03-13
4529,80577,526332.65,8839,2020-09-30
4530,38178,26543870.54,58589,2020-09-30
4531,31207,67038.0,1121,2016-06-21
4532,25966,23406.26,262,2015-03-26
4533,73743,6268.08,123,2014-07-01
4534,902157,26769.88,100,2020-08-24
4535,941060,20225.04,161,2020-09-30
4536,67513,29582.54,148,2014-12-16
4537,904000,7868.64,22,2017-01-19
4538,89451,3145.34,125,2012-05-22
4539,903269,15445.44,95,2020-05-06
4540,5281,36402.79,410,2019-01-28
4541,905079,701.91,9,2016-11-02
4542,10582,4796.8,83,2013-07-24
4543,43174,47175.0,548,2018-08-07
4544,904446,2763.0,24,2020-04-23
4545,35779,285.12,18,2012-01-23
4546,75221,170340.0,2858,2020-09-30
4547,994769,1349.76,18,2014-12-11
4548,34736,2808.14,41,2016-07-27
4549,831,4401.6,19,2013-10-11
4550,86821,256181.25,2676,2020-09-30
4551,36301,1624836.6,45594,2020-09-30
4552,75216,347550.0,3461,2018-01-24
4553,17127,816438.18,13579,2020-09-30
4554,10553,588608.02,7632,2017-04-10
4555,82607,2782395.51,20689,2020-09-30
4556,86709,12626.56,178,2015-10-01
4557,58888,93073.44,2181,2019-04-19
4558,4718,285136.74,1730,2020-09-30
4559,43512,16797.91,89,2014-12-30
4560,40945,7481.61,358,2013-07-31
4561,54706,254676.49,6399,2020-09-30
4562,33761,6945.0,80,2015-01-29
4563,56667,65374.12,545,2020-09-30
4564,4178,11588.32,132,2016-01-04
4565,41969,2561.04,29,2013-07-04
4566,86923,8016.75,80,2014-11-04
4567,86749,121005.75,1615,2020-09-30
4568,40687,4800.44,106,2013-12-18
4569,903050,2900.64,13,2019-02-04
4570,903617,4401.9,18,2019-07-08
4571,35981,3775.64,40,2015-03-05
4572,77562,535.2,14,2012-07-06
4573,901463,2199.78,11,2015-02-18
4574,902497,955.5,3,2015-09-30
4575,33642,7184.7,284,2019-01-31
4576,903025,2208.36,11,2020-09-09
4577,37998,6348781.06,33354,2020-09-30
4578,46504,1976336.64,20646,2020-09-30
4579,69940,1242297.0,20555,2020-09-23
4580,43416,33112.65,605,2014-04-01
4581,88536,756267.7,5421,2020-09-18
4582,37880,201870.24,4107,2020-09-30
4583,17826,334071.11,6122,2020-09-30
4584,30036,130560.66,2863,2020-09-29
4585,903474,9384.48,74,2020-04-13
4586,89322,17842.5,173,2016-03-28
4587,26589,212767.96,1388,2020-09-30
4588,89672,32490.0,312,2016-09-23
4589,3620,8532.3,68,2014-12-26
4590,760,18961.52,81,2014-12-23
4591,36383,4675.52,37,2014-08-26
4592,940831,9842.34,38,2020-09-30
4593,902937,519.84,4,2014-01-23
4594,903878,376.32,4,2017-05-05
4595,933715,4860.54,7,2020-09-09
4596,903717,10958.58,36,2016-08-08
4597,901098,64.74,1,2012-04-27
4598,900592,299.34,6,2017-02-10
4599,994764,5249.9,5,2015-06-30
4600,904124,4837.07,9,2014-11-24
4601,902991,1667.34,5,2018-10-22
4602,900805,253.8,3,2012-06-20
4603,58868,2744826.75,28570,2020-09-30
4604,19068,11473484.57,41855,2020-09-30
4605,31473,1091704.09,8258,2020-09-30
4606,35626,1145006.03,15046,2020-09-30
4607,77378,391739.23,5363,2020-09-30
4608,3136,172465.12,550,2014-12-10
4609,33656,8949.48,278,2014-10-01
4610,5319,178577.25,1087,2017-12-21
4611,40600,28821.78,266,2014-12-29
4612,33825,4147.32,139,2013-12-19
4613,902114,575.88,3,2013-12-23
4614,1618,288.0,6,2012-08-07
4615,941474,5088.44,15,2019-12-02
4616,89469,2161.35,28,2014-09-10
4617,901176,3700.14,17,2017-12-13
4618,86833,6927.09,235,2018-04-26
4619,904982,7876.8,33,2019-07-16
4620,48144,1808.61,36,2012-04-19
4621,901461,812.04,10,2015-01-28
4622,902133,14041.5,38,2020-08-31
4623,902153,4653.48,15,2014-11-17
4624,933764,540.0,2,2014-06-24
4625,43046,259855.44,3713,2015-11-12
4626,25607,5649021.28,40305,2020-09-30
4627,87510,2122289.33,18743,2020-09-30
4628,43322,248275.42,3669,2018-07-23
4629,40956,359097.37,5071,2014-09-23
4630,30527,264517.16,5139,2020-09-30
4631,77318,870654.0,7055,2020-09-30
4632,4798,189593.91,1799,2020-09-29
4633,57028,676.26,8,2014-04-22
4634,34729,115537.85,707,2020-09-29
4635,904983,5414.22,14,2013-11-21
4636,82856,19653.2,578,2013-02-28
4637,64752,272391.53,1042,2020-09-28
4638,901140,2570.16,28,2017-11-30
4639,75898,20959.05,212,2019-04-24
4640,900801,738.36,4,2013-01-24
4641,987884,1201.2,13,2018-02-09
4642,161,1892.52,25,2016-09-07
4643,964018,3181.2,6,2019-09-09
4644,904489,147.78,1,2014-01-13
4645,75198,507540.0,6871,2020-09-30
4646,904756,726.24,3,2016-06-29
4647,902563,648.0,5,2016-01-06
4648,33672,163562.0,1598,2019-12-04
4649,5061,745354.96,6599,2020-09-30
4650,34737,229252.74,1252,2020-09-28
4651,87946,13894.25,204,2012-12-26
4652,73715,328769.4,6395,2020-09-30
4653,28210,194400.04,2686,2020-09-30
4654,21236,552746.79,5803,2020-09-30
4655,43219,257687.44,2474,2018-03-05
4656,43314,122838.72,1410,2019-04-25
4657,76047,6951.25,117,2016-01-13
4658,77319,6449.2,215,2018-05-23
4659,77121,12961.01,165,2014-03-27
4660,80022,51288.64,526,2019-02-25
4661,45217,3912.0,27,2020-09-28
4662,2226,48898.74,231,2020-09-30
4663,16870,2625.48,47,2012-11-26
4664,89841,11369.34,94,2020-09-29
4665,935549,2037.6,10,2015-06-24
4666,1649,2488.5,34,2015-02-26
4667,904785,486.0,2,2013-02-25
4668,902613,6580.08,29,2020-04-13
4669,904098,503.04,3,2012-08-30
4670,902118,304.2,2,2016-05-11
4671,900754,678.84,11,2017-12-13
4672,967608,2685.48,6,2020-08-31
4673,36903,3068695.88,42829,2020-09-30
4674,26656,581982.39,7587,2020-09-30
4675,33511,143971.24,175,2015-10-01
4676,27021,8404.8,98,2015-06-29
4677,34702,250018.89,3076,2020-09-30
4678,33785,3748.8,150,2014-01-02
4679,41625,247277.75,3097,2020-09-30
4680,902495,12241.32,23,2019-02-11
4681,88780,17434.16,277,2015-04-27
4682,2916,20624.7,117,2018-02-15
4683,4079,9600.0,59,2015-02-02
4684,661,2310.75,32,2015-03-04
4685,905309,737.28,6,2017-11-30
4686,37335,3906.0,39,2015-09-29
4687,912858,266.76,2,2015-01-13
4688,3051,2490.95,50,2012-04-25
4689,987871,1618.92,17,2018-02-09
4690,900254,1353.39,10,2017-11-30
4691,901452,1243.8,8,2015-02-18
4692,66861,818.16,7,2013-08-07
4693,43618,32288.46,382,2020-09-25
4694,915944,540.0,3,2016-10-05
4695,903661,1284.96,14,2020-06-01
4696,994186,5905.5,11,2018-04-11
4697,903512,289.62,3,2012-10-25
4698,26828,19854459.79,47442,2020-09-30
4699,34433,10620618.04,53259,2020-09-30
4700,43027,1762465.32,16430,2020-09-30
4701,26586,2351846.15,16702,2020-09-30
4702,65066,2448220.3,18053,2020-09-30
4703,73721,84651.5,1695,2019-01-31
4704,62096,6448.85,228,2012-11-16
4705,44266,144149.31,1488,2020-09-29
4706,58882,39114.0,180,2016-12-02
4707,33565,1271.16,62,2014-12-30
4708,904916,22218.72,28,2020-05-11
4709,58892,11174.4,263,2016-11-28
4710,900236,1656.0,20,2017-12-13
4711,35465,1650.48,7,2013-03-21
4712,21201,7884.72,342,2018-05-16
4713,904912,1292.4,7,2020-03-30
4714,902792,4971.06,18,2020-09-24
4715,902979,1266.84,10,2018-05-15
4716,904468,1798.8,10,2016-04-20
4717,904726,371.52,4,2013-08-26
4718,967032,2313.48,12,2020-06-23
4719,901070,734.4,3,2013-10-24
4720,34008,10214324.48,35818,2020-09-30
4721,84172,709876.89,15082,2020-09-30
4722,6998,696575.86,7687,2020-09-30
4723,67536,123510.19,1142,2019-05-14
4724,64996,1164251.89,11265,2020-09-30
4725,11346,490602.61,8748,2020-09-30
4726,34919,733966.89,2788,2020-09-29
4727,34690,504766.13,6729,2020-09-30
4728,88290,1153713.75,13023,2020-09-08
4729,89286,255630.45,2676,2020-09-30
4730,77889,160073.4,2114,2020-09-30
4731,40063,1625.19,43,2015-06-30
4732,353,14835.15,70,2016-01-04
4733,17084,3670.92,69,2014-11-24
4734,2849,31516.8,228,2014-03-03
4735,10789,109272.72,2579,2020-09-30
4736,904211,10049.34,64,2013-10-14
4737,42102,462.0,3,2012-12-06
4738,902862,13108.32,72,2020-09-24
4739,82556,2087.44,39,2015-05-19
4740,903851,2574.0,11,2018-12-26
4741,77264,269.64,3,2012-12-11
4742,901533,1403.22,3,2015-04-15
4743,956875,1503.6,11,2020-08-24
4744,47786,1440410.76,11977,2020-09-30
4745,28238,1378169.89,6417,2020-09-30
4746,54446,821670.28,18202,2020-09-30
4747,32237,714383.04,8114,2020-09-30
4748,34003,646766.58,11691,2020-09-30
4749,76216,6476.24,86,2012-12-27
4750,63357,112342.39,1068,2014-09-29
4751,89533,909207.81,8720,2020-09-30
4752,11370,22815.0,1014,2018-07-19
4753,27604,191680.02,1523,2020-09-22
4754,36288,10407.21,109,2016-03-08
4755,64857,164408.0,1943,2014-06-16
4756,85796,109278.44,3268,2020-09-29
4757,980023,60824.4,1335,2020-01-17
4758,40569,187794.9,472,2020-09-15
4759,86686,15397.98,193,2015-05-13
4760,18656,300.12,1,2013-02-07
4761,901928,1628.64,4,2014-05-15
4762,48181,33789.14,137,2016-11-21
4763,941966,818.16,6,2013-12-19
4764,86642,5209.5,64,2015-12-18
4765,942649,4293.0,15,2020-07-28
4766,41935,90.6,6,2012-06-19
4767,903484,1317.96,6,2015-02-18
4768,901454,1364.76,5,2015-02-11
4769,3404,1169.76,6,2012-12-28
4770,73807,6609.56,150,2019-11-27
4771,84170,580338.04,11268,2020-09-30
4772,52146,364563.24,5447,2020-09-30
4773,903803,10059.69,131,2019-12-13
4774,40295,8248.8,84,2015-10-29
4775,35770,32501.32,711,2014-04-30
4776,54447,462548.86,6495,2020-09-29
4777,43457,4752.71,65,2013-12-24
4778,27290,31471.22,350,2014-03-27
4779,12861,3721.56,147,2020-09-25
4780,62906,9978.95,80,2012-12-26
4781,73645,29059.74,139,2016-10-26
4782,40126,226760.73,3731,2020-09-30
4783,5157,280077.82,1845,2020-09-30
4784,903613,17659.44,65,2013-09-05
4785,936966,1368.0,10,2018-03-06
4786,906064,2122.2,20,2014-06-25
4787,994113,19529.69,16,2016-09-08
4788,985898,213.12,1,2014-12-22
4789,27654,1994.44,34,2015-02-25
4790,900247,1090.7,12,2017-11-08
4791,9432,111125.69,1240,2020-09-29
4792,915708,10499.44,23,2014-05-22
4793,904887,598.14,4,2014-02-05
4794,967285,1036.26,8,2016-04-13
4795,129,2659.5,37,2016-10-31
4796,41178,1071.84,3,2012-07-30
4797,902180,8301.28,16,2014-10-22
4798,64453,940.5,16,2016-01-25
4799,63865,4026.96,76,2016-09-29
4800,904904,550.08,3,2013-10-30
4801,915908,2670.6,14,2014-10-20
4802,38243,393.56,7,2012-04-03
4803,903645,747.6,9,2015-10-15
4804,901067,207.42,4,2016-11-30
